RunTime,RealTime,RouteLength
22.2,4494.59,22036
22.5,4452.38,21061
16.5,4374.26,21788
21.6,4452.38,21061
18.7,4516.32,21230
16.2,4455.68,21563
16.9,4430.43,21694
15.9,4416.97,21500
21.8,4464.85,21713
19.5,4413.49,21761
18.0,4430.19,21655
15.9,4440.36,21858
17.0,4476.89,20741
20.5,4467.96,22061
15.5,4416.97,21500
21.8,4467.23,21566
17.6,4361.07,21458
18.5,4413.77,21727
20.3,4423.84,21633
18.7,4381.59,21538
20.0,4454.50,21833
16.1,4451.68,20952
22.1,4492.04,20891
17.0,4370.70,21202
21.7,4433.24,21719
16.9,4494.86,20638
14.8,4440.52,21727
19.0,4472.01,20616
21.3,4414.85,21316
21.5,4384.76,21394
20.9,4436.65,21672
15.9,4426.39,21525
16.6,4416.97,21500
18.9,4473.89,21091
20.2,4455.95,21766
16.0,4489.43,21205
22.6,4473.23,21919
17.2,4472.02,20861
22.6,4463.38,21397
14.9,4420.76,21683
19.2,4428.17,21661
21.7,4414.06,21244
16.7,4448.06,20713
18.6,4475.92,21461
15.1,4421.29,21377
16.5,4396.97,21655
23.2,4440.26,21736
17.6,4475.01,21519
19.8,4364.15,21344
20.7,4401.98,21155
21.9,4409.87,21341
16.8,4392.58,21433
17.9,4451.68,20952
22.1,4432.25,21913
15.3,4430.19,21655
15.5,4451.57,21375
23.5,4457.41,21552
18.1,4427.11,21738
22.3,4451.54,21986
22.6,4392.58,21433
21.8,4374.41,21227
20.9,4391.30,21255
20.8,4445.92,21444
20.1,4442.02,22416
19.1,4416.97,21500
23.4,4450.95,21150
18.2,4392.58,21433
20.6,4463.18,22066
21.9,4475.92,21461
23.6,4373.25,21413
15.6,4402.30,21602
21.7,4421.87,21269
22.0,4453.46,21702
22.5,4522.72,21613
18.2,4472.60,21705
21.0,4452.38,21061
22.3,4392.58,21433
15.4,4481.04,22166
21.9,4426.67,21577
23.0,4412.50,21519
15.9,4448.73,22080
18.5,4414.85,21316
18.5,4458.02,21538
18.4,4377.99,21447
16.8,4432.43,21741
15.3,4414.85,21316
17.9,4480.46,20755
22.6,4468.53,21891
17.7,4402.00,21441
19.3,4398.04,21755
16.3,4398.22,21527
23.5,4541.56,21725
18.1,4405.95,21288
20.7,4442.32,21561
17.3,4355.29,21355
23.1,4446.58,21383
20.9,4471.92,21986
22.2,4392.58,21433
15.7,4425.46,21325
21.7,4471.95,20983
22.9,4440.64,21816
20.0,4408.34,21300
23.1,4431.37,21402
18.9,4430.27,21175
15.0,4392.67,21527
21.8,4421.22,21666
23.5,4460.98,21825
21.8,4405.71,21641
15.7,4511.04,21244
15.3,4466.68,20744
20.6,4436.82,21438
21.0,4427.81,21436
18.4,4435.73,21747
20.0,4417.55,21763
16.6,4381.54,21675
21.1,4434.54,21513
19.4,4463.81,21222
21.6,4494.05,21458
17.6,4466.68,20744
20.6,4499.34,21463
22.0,4431.35,21961
22.4,4467.71,21441
15.2,4434.71,21183
20.2,4382.55,21502
19.3,4438.23,21711
21.7,4368.54,21325
16.1,4402.00,21441
22.9,4476.07,20722
15.2,4442.41,21977
22.7,4445.16,20802
18.5,4465.67,21669
19.9,4398.74,21847
22.2,4449.36,21347
20.8,4439.18,21905
22.8,4409.87,21411
18.8,4481.96,21488
21.6,4476.67,21208
21.7,4403.63,21427
18.7,4451.68,20952
20.9,4478.07,21072
22.2,4391.30,21255
21.5,4416.97,21500
21.0,4400.44,21383
15.2,4412.13,21538
19.4,4442.85,22222
21.8,4444.75,21975
23.1,4415.53,21486
16.6,4448.06,20713
15.6,4396.99,21575
22.3,4421.59,21358
15.8,4557.31,22677
20.3,4360.90,21238
22.0,4409.33,21700
16.9,4430.19,21655
19.8,4426.42,21175
19.0,4391.12,21427
22.1,4371.28,21372
17.9,4373.03,21530
22.8,4451.74,21258
17.2,4406.53,21494
20.6,4403.48,21733
15.3,4409.87,21411
21.8,4418.34,21836
22.3,4423.91,21280
19.0,4442.32,21561
17.9,4417.55,21763
15.5,4423.59,21644
17.3,4449.27,21530
15.5,4475.70,22500
20.1,4495.47,21325
19.9,4426.67,21577
23.0,4467.00,21600
18.3,4438.19,21480
19.1,4353.00,21438
20.9,4430.19,21655
19.9,4414.85,21316
18.7,4434.35,21347
19.5,4417.55,21763
17.2,4387.04,21402
19.1,4471.22,21813
15.3,4430.19,21655
19.3,4447.35,21647
22.6,4452.38,21061
21.2,4387.94,21458
17.4,4451.68,20952
22.0,4414.85,21316
22.6,4409.87,21341
16.7,4456.14,21505
23.0,4478.62,20661
16.2,4362.11,21325
21.4,4481.04,22166
15.0,4413.15,21586
20.5,4471.92,21986
20.1,4432.58,21394
22.1,4377.99,21447
20.2,4452.58,21544
18.5,4411.75,21500
20.2,4504.45,21294
18.0,4447.66,22500
17.5,4446.58,21383
20.3,4364.15,21344
22.4,4470.74,20752
21.9,4430.19,21655
18.7,4407.90,21333
20.3,4452.05,21686
21.7,4440.26,21830
15.0,4470.69,22058
23.0,4443.52,21411
21.5,4413.63,21569
18.4,4425.46,21325
20.8,4369.88,21713
20.7,4437.44,21997
21.5,4464.46,21805
18.2,4422.95,21272
17.4,4478.07,21072
20.4,4443.52,21411
18.0,4476.67,21208
22.4,4473.00,21288
21.5,4403.93,21525
15.7,4430.19,21655
15.2,4409.08,21700
21.6,4441.29,21488
15.3,4451.74,21258
14.4,4442.43,21672
14.6,4451.68,20952
14.6,4408.67,21469
15.7,4478.36,20830
14.6,4446.11,21461
15.0,4475.07,21647
15.1,4425.11,21786
15.3,4407.62,21955
14.2,4414.85,21316
15.9,4416.97,21500
14.5,4436.74,22366
15.1,4417.19,21597
14.9,4458.02,21538
15.4,4451.68,20952
14.9,4425.03,21883
14.4,4446.92,21744
15.2,4364.15,21344
14.8,4503.72,22902
14.4,4434.11,21700
14.8,4451.13,22425
15.2,4425.82,21583
15.0,4406.95,21511
14.7,4462.97,22430
14.9,4423.25,21441
14.7,4398.90,21313
16.6,4486.29,20869
15.3,4441.93,22291
14.5,4393.76,21413
14.5,4397.78,21533
15.2,4392.58,21433
15.0,4378.86,21441
15.3,4404.37,21852
14.5,4488.90,20980
16.4,4376.84,21436
14.5,4414.85,21316
15.3,4434.78,21683
