RunTime,RealTime,RouteLength
20.9,4474.10,21916
18.6,4387.04,21402
18.7,4438.36,22022
19.7,4430.19,21655
21.5,4481.75,22022
17.9,4425.52,21575
23.0,4486.29,22091
20.0,4391.30,21255
21.7,4382.22,21572
17.3,4465.90,21847
17.5,4431.05,21669
19.4,4466.68,20744
20.9,4476.89,20741
23.4,4440.26,21830
18.1,4458.02,21538
15.3,4443.45,21633
18.2,4382.26,21516
22.2,4451.68,20952
17.3,4452.38,21061
19.9,4398.22,21527
18.6,4438.04,21577
23.2,4452.38,21061
15.7,4414.73,22002
21.2,4443.22,21461
15.2,4451.85,21886
15.8,4454.21,21461
20.8,4425.38,21772
23.2,4446.92,21744
17.5,4414.85,21316
22.0,4416.48,21661
17.9,4465.58,20941
21.5,4430.19,21655
20.6,4440.26,21830
22.0,4464.94,20636
22.8,4434.45,21741
20.4,4402.00,21441
21.8,4372.62,21300
19.8,4424.52,21647
23.0,4429.91,22088
19.9,4377.99,21447
15.6,4416.97,21500
15.6,4403.63,21427
19.6,4401.55,21511
23.0,4417.19,21597
22.2,4387.04,21302
16.8,4400.62,21488
22.2,4392.58,21433
21.7,4453.63,21744
15.6,4401.61,21761
16.5,4452.38,21061
18.1,4433.87,21586
22.3,4439.27,21233
19.7,4433.87,21586
20.2,4451.68,20952
22.0,4481.04,22166
21.0,4430.19,21655
23.0,4407.56,21558
20.2,4377.99,21447
22.5,4444.27,21738
18.2,4438.06,21677
22.7,4423.71,21372
22.7,4408.34,21300
17.9,4417.19,21597
20.3,4416.97,21500
20.6,4410.72,21588
20.1,4406.70,21872
23.4,4446.58,21383
18.7,4473.89,21091
15.6,4451.54,21986
17.6,4446.92,21744
15.6,4382.26,21516
19.9,4458.02,21538
21.8,4423.71,21372
16.4,4376.67,21622
15.1,4444.94,21613
16.9,4448.16,21688
21.9,4438.23,21711
15.4,4421.22,21666
23.1,4424.11,21786
19.7,4475.92,21100
17.3,4407.56,21558
19.6,4392.58,21433
16.8,4430.19,21655
20.2,4446.27,22069
21.5,4417.19,21597
20.1,4399.92,21330
21.4,4446.76,20605
21.9,4410.72,21588
16.6,4361.59,21441
