RunTime,RealTime,RouteLength
2.14,2264.95,10869
1.49,2264.95,10869
1.48,2264.95,10869
1.49,2264.95,10869
1.6,2264.95,10869
1.53,2264.95,10869
1.56,2264.95,10869
1.65,2264.95,10869
1.63,2264.95,10869
1.88,2264.95,10869
