RunTime,RealTime,RouteLength
6.06,3219.71,16541
5.76,3291.82,16702
5.66,3325.62,16669
6.13,3269.32,16350
5.9,3259.57,16491
6.37,3235.92,16513
5.64,3291.97,16438
5.99,3288.05,16894
5.96,3257.26,16163
6.43,3250.31,16383
5.86,3275.38,16611
6.0,3257.87,16483
6.24,3334.19,16772
6.97,3232.44,16500
6.02,3442.93,16313
6.3,3278.33,16400
5.86,3293.96,16158
6.49,3242.30,17016
5.84,3258.47,16158
6.2,3291.37,16144
6.22,3273.13,16777
5.88,3244.82,16083
5.74,3242.60,16269
6.76,3265.19,16702
5.92,3236.03,16922
6.14,3278.70,17130
6.67,3242.85,16900
5.89,3350.01,16972
6.39,3251.16,16811
6.3,3283.52,16441
6.42,3313.85,16422
5.88,3238.98,16705
6.19,3230.32,15911
5.35,3398.95,17247
5.39,3296.98,16472
5.39,3248.65,16419
5.32,3254.11,16161
5.38,3253.73,16458
5.42,3265.74,16022
5.23,3269.25,16919
5.24,3230.32,15911
5.25,3279.31,16697
5.28,3261.70,16033
5.49,3258.08,17052
5.32,3233.55,16247
5.33,3282.34,16672
5.26,3300.17,15905
5.3,3323.21,16477
5.32,3272.67,16361
5.25,3248.41,16644
5.27,3240.06,16702
5.28,3288.32,16680
5.32,3281.72,16536
5.29,3248.66,16266
5.26,3258.78,15630
5.3,3292.69,16441
5.29,3242.30,17016
5.3,3266.15,17016
5.3,3239.40,16011
5.23,3240.76,17086
5.22,3239.24,16538
5.24,3295.97,16736
5.26,3262.29,16158
5.28,3254.27,16355
5.15,3238.96,16263
5.29,3252.97,16113
5.27,3304.03,16933
5.18,3214.07,16322
5.38,3271.84,17236
5.11,3272.66,16452
5.34,3331.73,17191
5.28,3234.30,16113
5.25,3265.19,16702
5.34,3252.14,16533
5.27,3281.45,16666
5.36,3255.27,16858
5.24,3240.88,16150
5.33,3267.98,17127
5.19,3230.53,16702
5.39,3277.84,16625
5.24,3252.16,16483
5.27,3262.59,16666
5.29,3313.83,16063
5.24,3281.25,16608
5.11,3235.04,16002
5.42,3246.28,16366
5.2,3256.63,16186
5.31,3318.91,16244
5.39,3237.65,16216
5.17,3272.85,16272
5.24,3258.24,16919
5.28,3256.98,16558
5.3,3239.24,16538
5.15,3256.84,16394
5.33,3279.85,16338
5.3,3303.44,16330
5.35,3334.38,16327
5.27,3292.96,15777
5.34,3302.37,16900
5.4,3256.47,16688
5.24,3214.07,16322
5.33,3265.81,16291
5.3,3236.28,16291
5.31,3311.54,16238
5.46,3282.87,17358
5.34,3252.82,15616
6.46,3263.81,16500
8.48,3218.91,16658
9.03,3280.35,16900
9.64,3222.85,16880
9.28,3250.12,16763
6.47,3331.65,16408
8.22,3349.75,16555
7.46,3259.30,16711
7.08,3225.15,16116
9.3,3230.41,16336
8.85,3397.21,16216
9.33,3256.62,16197
9.46,3252.16,16483
6.34,3248.26,16058
8.55,3245.33,16200
6.69,3245.83,15877
6.43,3287.88,16500
9.57,3280.47,16580
7.78,3250.35,16380
6.83,3268.38,16091
8.91,3242.85,16900
9.52,3227.04,16833
6.74,3233.96,17077
8.81,3250.20,16263
9.4,3265.52,16686
7.14,3263.64,16363
9.07,3262.79,16666
8.99,3292.03,16502
6.93,3278.06,15963
9.65,3254.00,16791
9.54,3286.05,16375
7.23,3242.14,16277
7.79,3256.77,16288
6.32,3249.96,16738
9.13,3316.96,16575
6.57,3251.41,16269
9.7,3251.59,16694
9.04,3231.69,16241
8.94,3245.51,16627
6.18,3274.14,16586
8.9,3260.75,16863
6.79,3323.27,16350
9.17,3309.44,16627
6.87,3308.31,16116
8.24,3252.52,16702
8.85,3287.52,16622
9.44,3268.16,16611
8.66,3274.31,16105
8.2,3255.51,16441
6.4,3259.19,15797
9.22,3317.42,16930
6.83,3249.48,16669
6.11,3235.95,15947
6.53,3276.65,16777
8.29,3238.70,16166
9.64,3264.47,16069
8.05,3250.22,16311
7.17,3295.96,16361
7.72,3229.61,16452
8.33,3238.96,16263
6.66,3262.09,16083
6.68,3235.19,16630
8.45,3268.10,16616
7.2,3214.07,16322
6.25,3320.35,16805
9.39,3219.71,16541
9.62,3284.25,16633
7.99,3291.37,16455
7.02,3352.61,15913
8.2,3332.17,16888
9.61,3238.13,16308
8.71,3264.09,16844
8.29,3261.56,16033
6.27,3254.70,16988
9.05,3240.72,16166
9.36,3223.83,16875
6.73,3520.60,16119
6.46,3230.60,16608
6.26,3304.72,16558
9.67,3448.35,16305
8.93,3280.47,16580
9.47,3225.26,16719
9.42,3242.30,17016
9.28,3271.87,16308
6.96,3346.94,16555
6.63,3230.38,16444
6.23,3291.77,16891
8.08,3237.61,16425
8.64,3385.41,16394
9.31,3260.03,16777
8.47,3243.33,16161
8.55,3286.27,16350
6.59,3273.76,16144
9.67,3235.92,16513
6.55,3279.43,15925
6.2,3271.08,16158
6.97,3242.57,16294
8.41,3259.55,16188
6.54,3258.25,15875
9.27,3273.26,16686
6.64,3310.87,16680
8.84,3303.52,16844
8.84,3228.47,16744
6.92,3238.72,16538
6.22,3234.14,16130
6.14,3285.26,16430
9.41,3232.05,16294
8.97,3281.75,16036
9.07,3303.52,16494
6.82,3272.25,16430
8.43,3371.51,16827
8.96,3264.73,16572
6.23,3241.26,16830
6.55,3266.83,15658
6.35,3250.35,16625
9.36,3274.64,15627
6.09,3276.73,16363
7.87,3248.65,16419
6.08,3264.67,16452
7.57,3283.03,16297
7.72,3235.92,16513
6.35,3250.39,16294
8.28,3247.85,15880
