RunTime,RealTime,RouteLength
6.34,3438.40,16058
6.14,3325.34,17138
5.92,3336.62,17269
6.22,3480.13,15969
6.12,3512.02,16925
6.12,3362.59,17250
6.45,3456.48,16569
5.97,3337.01,16297
6.12,3251.16,16811
5.98,3549.16,17511
6.06,3369.93,16958
6.87,3289.74,16330
6.14,3346.80,16769
6.63,3545.43,16761
6.26,3498.35,17797
6.15,3326.68,16577
6.04,3306.49,16013
6.4,3533.49,16180
5.93,3481.30,17416
6.11,3342.84,16311
5.72,3321.22,16794
6.11,3449.73,17100
6.07,3290.46,16572
6.18,3492.33,16880
6.16,3442.44,17111
6.26,3396.91,17450
6.77,3346.40,15827
6.35,3341.51,16275
6.27,3415.86,16297
6.64,3443.30,16316
5.95,3274.88,16163
6.06,3440.76,17286
5.44,3532.13,17208
5.32,3303.44,16755
5.43,3668.16,16391
5.58,3305.92,16286
5.24,3719.25,16163
5.42,3419.71,16711
5.33,3296.94,16683
5.4,3269.96,16683
5.23,3375.09,16944
5.43,3440.92,16972
5.36,3398.27,17227
5.33,3304.86,16230
5.49,3528.73,16919
5.35,3405.84,17383
5.47,3329.07,17036
5.36,3356.92,16416
5.28,3301.58,16833
5.52,3600.21,16194
5.46,3602.16,16966
5.43,4630.67,16572
5.32,3325.43,17055
5.39,3434.46,16561
5.43,3410.98,16480
5.51,3466.40,15752
5.28,3321.01,16619
5.39,3524.47,16761
5.3,3357.63,17411
5.42,3629.53,16241
5.26,3273.95,16002
5.4,3564.66,16366
5.25,3283.62,15947
5.49,3513.37,16494
5.12,3276.74,15850
5.35,3342.05,16400
5.25,3385.71,16783
5.39,3252.13,16363
5.33,3337.61,16655
5.31,3343.22,16680
5.1,3325.46,15702
5.34,3895.82,16422
5.42,3466.20,16397
5.29,3441.62,16433
5.46,3407.19,15961
5.44,3375.08,16547
5.37,3301.75,16977
5.2,3372.54,16144
5.47,3512.37,15822
5.4,3663.77,16186
5.46,3411.01,15800
5.42,3543.83,16697
5.25,3467.14,16911
5.37,3375.16,15755
5.44,3515.78,17055
5.35,3483.87,17352
5.22,3372.24,16355
5.42,3490.03,16394
5.24,3308.73,16205
5.59,3500.91,16322
5.26,3354.66,16363
5.4,3327.68,16280
5.31,3348.64,16902
5.27,3498.73,15900
5.32,3474.98,16727
5.43,3448.72,16100
5.42,3504.72,17252
5.26,3482.97,17211
5.32,3364.82,15527
5.26,3242.30,16033
5.46,3760.72,17391
5.48,3663.72,15980
5.28,3461.57,15408
5.74,3568.62,16761
5.37,3488.43,16047
6.08,3338.85,16647
7.0,3343.66,15852
6.89,3432.78,16575
6.31,3434.88,16708
6.23,3470.76,16200
9.57,3350.36,16702
6.95,3468.29,17200
9.33,3352.02,16986
8.76,3351.69,16008
9.46,3378.78,16677
6.02,3407.13,15913
5.97,3862.67,15750
9.44,3512.23,16561
9.53,3349.16,16100
7.05,3481.04,16569
8.4,3404.56,16894
8.55,3369.78,16372
6.42,3335.37,16680
6.31,3320.70,16750
9.6,3319.04,16475
8.2,3569.08,15808
8.38,3469.19,16800
8.79,3337.90,16522
6.6,3407.54,16669
7.64,3342.72,16205
9.57,3319.84,16561
6.71,3275.15,16602
6.48,3536.83,16991
9.55,3466.76,16705
9.67,3357.13,16627
9.87,3442.42,16708
8.69,3328.74,17222
6.55,3381.66,16777
6.85,3329.54,16100
6.2,3415.06,16758
10.0,3546.71,17347
6.52,3356.19,17413
6.9,3282.38,16586
9.19,3323.17,16583
6.33,3610.72,16486
9.58,3388.20,16088
7.87,3272.79,16633
7.0,3467.47,16838
7.22,3478.63,15483
9.6,3261.18,15680
9.82,3386.12,17055
6.46,3431.34,17138
8.59,3662.33,15708
6.49,3406.27,16669
9.16,3614.31,15897
6.27,3546.48,16219
8.62,3399.74,16755
9.43,3399.18,16655
6.36,3418.39,17163
9.25,3345.71,16700
6.84,3450.81,16297
8.98,3333.99,16744
9.83,3527.93,16425
8.66,3657.05,16383
8.76,3266.89,15547
6.46,3273.93,16286
7.93,3342.90,17383
6.94,3435.83,17022
8.06,3492.38,16052
9.57,3326.78,16511
7.79,3494.66,16655
8.88,3347.63,15750
9.53,3393.57,17191
9.6,3506.07,17444
8.92,3423.58,16444
6.35,3312.74,16308
7.04,3397.79,16175
9.2,3358.67,16444
9.49,3338.88,15833
8.35,3461.47,16872
9.06,3513.99,17000
6.26,3590.06,16025
7.36,3605.97,16044
6.41,3536.87,15905
9.11,3473.95,16580
6.88,3514.33,15763
9.41,3470.73,16586
6.23,3319.41,16700
9.69,3328.67,16805
8.18,3919.53,16050
7.07,3441.59,17011
6.19,3819.28,16177
6.21,3517.16,15952
9.07,3292.59,16675
8.8,3304.89,16180
9.9,3329.29,15841
7.46,3291.03,17266
7.71,3261.18,16141
10.2,3343.61,16827
9.4,3427.81,17094
6.67,3431.66,16527
7.52,3290.03,16669
9.52,3283.46,16130
6.87,3295.23,16138
6.25,3511.45,17444
6.85,3416.56,15975
8.9,3515.43,16272
9.58,3529.07,16247
9.51,3398.66,17200
9.75,3327.20,16322
8.45,3334.35,16419
7.39,3579.95,16858
7.01,3331.49,16113
8.73,3244.82,16083
9.14,3253.78,16086
6.7,3382.65,16711
9.79,3554.08,16991
9.71,3717.94,16330
8.76,3306.60,16838
8.64,3392.67,15900
6.09,3418.58,16680
6.33,3539.06,16627
8.09,3383.79,16383
9.37,3442.47,16575
9.41,3582.66,16861
9.72,3339.16,16761
9.56,3354.38,16583
6.32,3410.97,16713
7.15,3992.37,17683
8.91,3346.03,17122
6.74,3335.26,16427
7.79,3571.06,16111
6.52,3985.00,16475
8.73,3351.44,16025
8.71,3342.65,16069
6.65,3372.05,15905
6.83,3428.47,16066
9.79,3334.93,16322
6.65,3571.07,15775
6.99,3595.28,17605
9.74,3850.29,16202
9.76,3458.11,16752
6.35,3325.81,16647
9.9,3444.32,16830
9.66,3566.72,16636
6.3,3255.94,16569
9.38,3304.54,16483
9.65,3284.52,15727
9.7,3314.11,16350
9.22,3459.44,16855
7.35,3395.16,16311
8.77,3383.20,16769
7.3,3269.45,16477
7.82,3387.23,17136
9.18,3347.83,16791
8.93,3428.78,16141
6.85,3352.82,17041
9.53,3579.82,16569
8.04,3383.20,16630
7.86,3378.70,16591
6.48,3341.64,16500
7.69,3278.55,16355
8.86,3332.11,17233
6.71,3369.99,16255
6.65,3506.74,16691
6.86,3516.13,16638
9.6,3589.86,16569
6.71,3337.36,16311
7.79,3255.88,16955
9.26,3354.11,16402
6.98,3303.45,16127
9.21,3351.52,17161
8.64,3624.18,16700
9.61,3286.41,16158
6.81,3330.66,16755
6.25,3387.25,16016
9.01,3270.20,16086
7.97,3458.43,16202
9.08,3336.52,16472
9.72,3521.20,16986
9.32,3404.04,16083
6.16,3414.19,16672
9.69,3266.63,16313
9.03,3403.54,16355
9.85,3282.81,15858
7.01,3379.02,16694
6.58,3410.49,15813
8.47,3256.63,16186
9.16,3503.58,16486
9.43,3481.81,15786
7.41,3458.33,16511
8.09,3406.40,16533
9.41,3514.35,16711
6.57,3360.41,17077
9.28,3631.38,16291
7.09,3400.89,15997
9.23,3672.71,16119
10.1,3533.58,16002
9.72,3387.69,16672
9.23,3503.57,16494
6.88,3285.27,16316
6.21,3366.20,16666
9.76,3495.36,16866
8.1,3408.65,17066
9.61,3464.13,17436
9.43,3442.98,17000
6.22,3503.47,16883
8.53,3398.33,16261
8.48,3266.01,16286
9.52,3548.15,16991
6.53,3334.96,16772
9.38,3447.61,17013
8.07,3332.21,16094
6.52,3294.81,16155
8.24,3252.22,16388
6.76,3450.12,16825
8.95,3308.70,15469
6.62,3974.83,16925
8.74,3261.43,16111
7.97,3406.18,16858
8.72,3602.38,16038
6.68,3278.13,15872
9.81,3478.45,16433
9.46,3565.92,16636
6.29,3448.00,17102
8.79,3480.04,17191
7.2,3306.68,16469
8.77,3399.48,16666
8.02,3289.68,16180
7.6,3436.95,16705
7.22,3333.00,15625
7.89,3308.39,16830
7.94,3576.88,17155
7.0,3421.11,16050
6.8,3502.33,16341
9.75,3598.49,16808
6.82,3612.39,15972
6.16,3311.62,16200
9.26,3320.41,16700
8.65,3526.71,16769
6.51,3317.24,16300
9.65,3312.37,17122
6.94,3419.24,16950
8.64,3420.61,16247
9.72,3398.41,16427
8.75,3454.13,16563
6.67,3401.02,16727
9.37,3393.28,17288
7.19,3335.50,16441
9.16,3554.12,16602
6.25,3384.21,16922
6.2,3404.61,16572
8.42,3459.78,17655
9.42,3477.62,16647
9.31,3923.98,16352
9.56,3380.23,16258
8.25,3353.64,16822
