RunTime,RealTime,RouteLength
6.08,3239.24,16538
6.43,3239.24,16538
6.06,3239.24,16538
6.17,3239.24,16538
5.73,3239.24,16538
6.07,3239.24,16538
5.74,3239.24,16538
6.15,3239.24,16538
5.69,3239.24,16538
5.91,3239.24,16538
5.93,3239.24,16538
6.11,3239.24,16538
5.81,3239.24,16538
5.61,3239.24,16538
5.93,3239.24,16538
6.52,3239.24,16538
5.94,3239.24,16538
6.16,3239.24,16538
5.75,3239.24,16538
5.83,3239.24,16538
5.8,3239.24,16538
6.19,3239.24,16538
5.98,3239.24,16538
6.59,3239.24,16538
5.84,3239.24,16538
6.02,3239.24,16538
5.89,3239.24,16538
6.49,3239.24,16538
5.9,3239.24,16538
6.62,3239.24,16538
6.05,3239.24,16538
5.77,3239.24,16538
5.8,3239.24,16538
5.12,3239.24,16538
5.14,3239.24,16538
5.21,3239.24,16538
5.19,3239.24,16538
5.19,3239.24,16538
5.18,3239.24,16538
5.2,3239.24,16538
5.24,3239.24,16538
5.17,3239.24,16538
5.16,3239.24,16538
5.23,3239.24,16538
5.17,3239.24,16538
5.2,3239.24,16538
5.16,3239.24,16538
5.13,3239.24,16538
5.1,3239.24,16538
5.16,3239.24,16538
5.13,3239.24,16538
5.12,3239.24,16538
5.2,3239.24,16538
5.26,3239.24,16538
5.18,3239.24,16538
5.25,3239.24,16538
5.15,3239.24,16538
5.19,3239.24,16538
5.2,3239.24,16538
5.15,3239.24,16538
5.18,3239.24,16538
5.17,3239.24,16538
5.12,3239.24,16538
5.14,3239.24,16538
5.16,3239.24,16538
5.15,3239.24,16538
5.14,3239.24,16538
5.12,3239.24,16538
5.16,3239.24,16538
5.11,3239.24,16538
5.19,3239.24,16538
5.18,3239.24,16538
5.14,3239.24,16538
5.13,3239.24,16538
5.15,3239.24,16538
5.15,3239.24,16538
5.18,3239.24,16538
5.17,3239.24,16538
5.1,3239.24,16538
5.13,3239.24,16538
5.12,3239.24,16538
5.17,3239.24,16538
5.14,3239.24,16538
5.11,3239.24,16538
5.15,3239.24,16538
5.22,3239.24,16538
5.25,3239.24,16538
5.14,3239.24,16538
5.25,3239.24,16538
5.17,3239.24,16538
5.28,3239.24,16538
5.21,3239.24,16538
5.16,3239.24,16538
5.14,3239.24,16538
5.16,3239.24,16538
5.15,3239.24,16538
5.21,3239.24,16538
5.18,3239.24,16538
5.21,3239.24,16538
5.19,3239.24,16538
5.17,3239.24,16538
5.24,3239.24,16538
5.24,3239.24,16538
5.21,3239.24,16538
5.25,3239.24,16538
5.31,3239.24,16538
8.89,3239.24,16538
8.83,3239.24,16538
6.43,3239.24,16538
6.45,3239.24,16538
9.33,3239.24,16538
6.1,3239.24,16538
8.84,3239.24,16538
6.61,3239.24,16538
8.36,3239.24,16538
6.17,3239.24,16538
8.33,3239.24,16538
8.97,3239.24,16538
9.19,3239.24,16538
6.63,3239.24,16538
9.32,3239.24,16538
8.69,3239.24,16538
9.25,3239.24,16538
9.32,3239.24,16538
9.41,3239.24,16538
8.22,3239.24,16538
9.37,3239.24,16538
6.27,3239.24,16538
6.44,3239.24,16538
9.28,3239.24,16538
7.08,3239.24,16538
8.79,3239.24,16538
7.93,3239.24,16538
8.24,3239.24,16538
8.89,3239.24,16538
6.93,3239.24,16538
8.88,3239.24,16538
6.25,3239.24,16538
7.55,3239.24,16538
6.73,3239.24,16538
8.82,3239.24,16538
9.4,3239.24,16538
8.93,3239.24,16538
9.13,3239.24,16538
8.79,3239.24,16538
7.81,3239.24,16538
6.07,3239.24,16538
8.99,3239.24,16538
6.75,3239.24,16538
8.64,3239.24,16538
9.55,3239.24,16538
6.92,3239.24,16538
6.35,3239.24,16538
9.04,3239.24,16538
7.07,3239.24,16538
7.35,3239.24,16538
7.56,3239.24,16538
7.27,3239.24,16538
7.56,3239.24,16538
9.0,3239.24,16538
9.24,3239.24,16538
8.58,3239.24,16538
6.35,3239.24,16538
7.69,3239.24,16538
5.96,3239.24,16538
6.53,3239.24,16538
5.98,3239.24,16538
6.67,3239.24,16538
7.89,3239.24,16538
6.11,3239.24,16538
8.38,3239.24,16538
8.18,3239.24,16538
9.29,3239.24,16538
9.25,3239.24,16538
6.99,3239.24,16538
8.38,3239.24,16538
6.63,3239.24,16538
6.59,3239.24,16538
8.69,3239.24,16538
8.58,3239.24,16538
8.85,3239.24,16538
7.08,3239.24,16538
8.55,3239.24,16538
7.21,3239.24,16538
8.61,3239.24,16538
6.54,3239.24,16538
8.57,3239.24,16538
9.29,3239.24,16538
6.51,3239.24,16538
9.41,3239.24,16538
8.63,3239.24,16538
7.32,3239.24,16538
7.78,3239.24,16538
6.15,3239.24,16538
7.86,3239.24,16538
6.45,3239.24,16538
8.65,3239.24,16538
9.46,3239.24,16538
9.74,3239.24,16538
8.73,3239.24,16538
8.96,3239.24,16538
9.31,3239.24,16538
7.91,3239.24,16538
6.05,3239.24,16538
9.52,3239.24,16538
9.57,3239.24,16538
9.13,3239.24,16538
7.57,3239.24,16538
9.02,3239.24,16538
6.1,3239.24,16538
6.07,3239.24,16538
5.98,3239.24,16538
6.33,3239.24,16538
6.94,3239.24,16538
6.75,3239.24,16538
6.0,3239.24,16538
9.34,3239.24,16538
9.2,3239.24,16538
8.77,3239.24,16538
7.66,3239.24,16538
8.92,3239.24,16538
8.59,3239.24,16538
9.11,3239.24,16538
8.64,3239.24,16538
8.53,3239.24,16538
9.3,3239.24,16538
8.15,3239.24,16538
8.23,3239.24,16538
9.32,3239.24,16538
9.54,3239.24,16538
9.26,3239.24,16538
7.98,3239.24,16538
6.14,3239.24,16538
7.32,3239.24,16538
7.74,3239.24,16538
9.4,3239.24,16538
6.41,3239.24,16538
7.37,3239.24,16538
9.5,3239.24,16538
6.49,3239.24,16538
7.46,3239.24,16538
8.24,3239.24,16538
8.93,3239.24,16538
6.52,3239.24,16538
5.98,3239.24,16538
8.76,3239.24,16538
6.29,3239.24,16538
7.79,3239.24,16538
8.41,3239.24,16538
9.42,3239.24,16538
6.29,3239.24,16538
6.83,3239.24,16538
7.06,3239.24,16538
8.78,3239.24,16538
9.44,3239.24,16538
8.85,3239.24,16538
8.81,3239.24,16538
8.11,3239.24,16538
7.94,3239.24,16538
9.51,3239.24,16538
9.55,3239.24,16538
9.41,3239.24,16538
9.34,3239.24,16538
9.54,3239.24,16538
9.12,3239.24,16538
6.86,3239.24,16538
9.25,3239.24,16538
9.12,3239.24,16538
8.78,3239.24,16538
8.12,3239.24,16538
6.42,3239.24,16538
6.94,3239.24,16538
9.3,3239.24,16538
6.33,3239.24,16538
6.23,3239.24,16538
7.8,3239.24,16538
6.45,3239.24,16538
9.37,3239.24,16538
9.0,3239.24,16538
8.27,3239.24,16538
9.12,3239.24,16538
9.33,3239.24,16538
8.91,3239.24,16538
7.51,3239.24,16538
6.78,3239.24,16538
8.69,3239.24,16538
8.93,3239.24,16538
9.0,3239.24,16538
6.49,3239.24,16538
9.03,3239.24,16538
7.91,3239.24,16538
6.03,3239.24,16538
9.32,3239.24,16538
6.5,3239.24,16538
6.02,3239.24,16538
6.4,3239.24,16538
7.09,3239.24,16538
8.14,3239.24,16538
8.21,3239.24,16538
6.23,3239.24,16538
9.41,3239.24,16538
7.59,3239.24,16538
6.72,3239.24,16538
9.2,3239.24,16538
8.16,3239.24,16538
9.32,3239.24,16538
6.5,3239.24,16538
7.54,3239.24,16538
8.09,3239.24,16538
