RunTime,RealTime,RouteLength
5.82,3266.81,16847
5.98,3259.15,17025
5.85,3294.69,16591
6.07,3287.23,16247
6.03,3282.18,16316
5.84,3229.61,16452
5.92,3259.11,16816
6.51,3249.30,16741
5.89,3262.59,16552
5.97,3299.51,16552
6.15,3282.26,17047
5.84,3287.88,15705
5.79,3315.50,17041
5.92,3265.50,16122
6.06,3252.05,16994
5.83,3313.77,15661
5.93,3266.25,16444
6.48,3235.92,16513
6.41,3253.93,17102
5.83,3316.34,16702
6.13,3260.03,16777
5.69,3239.24,16538
5.72,3312.36,16394
6.11,3320.01,16372
6.06,3295.43,16819
6.41,3275.12,16494
6.51,3224.53,16836
6.42,3292.63,16647
6.04,3260.27,15513
6.25,3261.65,16650
6.32,3253.73,16458
6.15,3260.66,16222
5.34,3233.73,16786
5.24,3230.41,16336
5.21,3311.41,16477
5.53,3300.83,16780
5.2,3341.61,16113
5.33,3273.29,16725
5.33,3280.01,16500
5.35,3269.11,16655
5.11,3256.84,16394
5.26,3243.45,16408
5.38,3268.55,16811
5.16,3255.88,16675
5.31,3256.84,16394
5.31,3248.38,16197
5.32,3255.51,16441
5.38,3302.49,16625
5.19,3321.09,16480
5.29,3271.13,16363
5.23,3269.75,16883
5.49,3257.36,16847
5.34,3228.13,16858
5.48,3260.49,16275
5.23,3236.41,15908
5.39,3262.13,16580
5.3,3259.58,16852
5.27,3251.16,16811
5.28,3330.40,16700
5.23,3298.88,16461
5.2,3295.83,16050
5.16,3327.96,16111
5.27,3248.26,16058
5.39,3330.76,16511
5.35,3282.14,16713
5.23,3347.60,16691
5.33,3250.35,16380
5.39,3403.58,16247
5.38,3268.52,16366
5.29,3245.24,16202
5.12,3230.63,16319
5.26,3219.94,16525
5.19,3321.13,16152
5.29,3249.65,16947
5.44,3259.75,17011
5.35,3298.92,16641
5.31,3268.52,16366
5.22,3265.62,16455
5.23,3266.34,16466
5.37,3278.79,16491
5.3,3288.14,16672
5.38,3322.74,16741
5.16,3274.69,17022
5.23,3241.98,16113
5.49,3259.47,16819
5.1,3327.53,16377
5.24,3314.97,16927
5.26,3290.81,16802
5.38,3229.61,16452
5.37,3260.03,16777
5.25,3258.47,16158
5.31,3250.34,16288
5.29,3240.54,16425
5.19,3258.98,16088
5.37,3275.87,16005
5.33,3235.19,16630
5.39,3316.72,17680
5.42,3276.36,16786
5.29,3282.40,16338
5.1,3308.40,16405
5.44,3279.31,16697
5.54,3225.15,16116
5.21,3319.25,16380
5.4,3301.38,16350
5.38,3243.65,16544
5.55,3243.45,16408
6.22,3279.99,16769
6.15,3235.19,16630
9.47,3295.97,16736
9.68,3262.09,16083
9.43,3230.28,16372
6.42,3263.09,16402
8.71,3235.19,16630
7.95,3248.28,16500
8.25,3274.72,16411
7.41,3230.63,16319
6.2,3293.56,16355
7.38,3431.87,15761
9.09,3264.87,16566
8.92,3258.49,16277
6.99,3219.71,16541
6.53,3268.28,16477
8.55,3295.54,16613
9.05,3275.13,16005
6.61,3230.41,16336
6.59,3287.85,16555
9.05,3267.09,16519
7.3,3274.43,16697
6.23,3252.16,16483
6.84,3338.62,16338
9.18,3269.03,16402
6.81,3247.03,16366
9.72,3264.59,16608
7.4,3288.32,16622
9.09,3305.21,16650
6.77,3258.16,16475
7.99,3288.42,16530
8.73,3248.26,16058
9.3,3322.06,15800
6.51,3242.69,15997
8.89,3230.53,16408
9.67,3283.32,16350
7.93,3248.26,16058
6.5,3232.44,16500
7.39,3235.01,16086
9.63,3335.92,16555
8.81,3282.17,16444
6.7,3288.30,16838
9.83,3236.55,16580
9.56,3261.43,16072
8.39,3258.41,16788
8.9,3318.60,16469
9.07,3238.05,16688
7.36,3321.17,16761
8.56,3308.12,16450
7.02,3283.75,16694
9.03,3236.72,16744
7.46,3248.26,16058
6.07,3272.27,16950
9.44,3304.14,16719
8.61,3315.91,15752
8.95,3247.41,16633
8.6,3247.41,16633
9.63,3328.51,16769
8.47,3292.27,16052
6.81,3250.76,16319
6.46,3310.08,16227
