RunTime,RealTime,RouteLength
6.77,3243.18,16177
5.98,3235.92,16513
5.96,3268.02,16297
6.2,3275.00,16166
6.01,3250.20,16263
6.03,3289.95,16263
6.35,3230.41,16336
6.31,3253.40,16605
5.85,3252.22,16388
6.27,3259.66,16380
5.9,3263.56,16550
5.97,3280.65,16355
6.19,3309.89,16125
6.5,3303.63,16513
6.94,3303.22,16441
5.95,3245.91,16086
6.23,3263.58,16122
6.3,3232.71,16766
6.06,3268.22,16600
6.45,3304.14,17013
6.33,3264.31,16544
6.98,3260.76,15980
5.91,3250.65,16563
6.12,3242.61,15969
5.98,3280.44,16347
6.09,3237.33,15791
5.94,3334.85,16788
6.49,3272.67,16361
6.15,3266.91,15841
6.62,3241.77,17055
6.33,3269.03,16402
5.81,3240.64,16405
6.29,3263.53,16444
5.3,3237.65,16216
5.22,3260.20,16250
5.39,3280.47,16580
5.34,3261.51,16936
5.4,3253.91,16138
5.32,3251.88,16641
5.33,3297.60,16897
5.27,3252.22,16388
5.28,3246.28,16366
5.21,3226.91,16422
5.41,3232.05,16294
5.35,3282.88,16627
5.25,3256.63,16186
5.47,3297.25,16802
5.4,3350.53,16311
5.23,3248.26,16058
5.27,3236.03,16922
5.19,3268.00,15786
5.4,3264.88,17358
5.19,3335.15,16655
5.45,3237.11,16463
5.26,3252.16,16483
5.38,3274.97,16855
5.35,3293.64,17116
5.42,3245.70,16716
5.29,3229.64,16338
5.4,3284.36,16486
5.34,3291.56,16011
5.3,3235.19,16630
5.22,3251.56,16597
5.42,3285.53,16619
5.29,3260.00,16250
5.33,3305.35,16230
5.28,3239.05,15750
5.4,3347.81,16933
5.47,3280.81,17322
5.42,3338.02,16319
5.39,3265.62,16455
5.28,3257.07,16461
5.23,3238.01,16655
5.21,3230.41,16336
5.34,3279.31,16697
5.22,3274.62,16316
5.36,3318.63,16158
5.44,3387.92,16172
5.34,3253.98,16488
5.26,3277.87,16150
5.21,3322.91,17141
5.34,3233.01,16188
5.26,3230.17,16450
5.29,3267.28,16730
5.46,3317.75,16800
5.34,3345.02,17011
5.32,3272.67,16361
5.37,3271.67,16455
5.49,3235.19,16630
5.37,3225.26,16719
5.4,3238.13,16308
5.34,3234.14,16130
5.24,3262.77,16616
5.24,3247.85,15880
5.32,3266.34,16466
5.32,3239.32,16419
5.34,3252.16,16483
5.4,3229.61,16452
5.42,3260.36,16691
5.33,3271.56,16919
5.39,3272.14,16855
5.45,3253.68,16108
5.2,3243.51,17130
5.41,3249.93,16600
5.7,3290.28,17313
5.35,3235.92,16513
7.66,3241.49,16838
6.74,3272.20,16991
9.63,3307.48,16652
6.65,3281.81,16647
9.44,3261.18,16677
6.82,3264.15,16472
9.36,3297.76,15975
8.33,3264.09,16844
8.42,3305.57,16386
8.97,3228.47,16744
9.43,3290.16,16633
9.63,3232.71,16766
9.39,3279.43,16480
6.55,3224.53,16836
9.54,3270.41,17041
9.11,3267.46,16661
8.83,3219.71,16541
8.15,3248.35,16175
6.33,3235.19,16630
7.06,3263.98,16819
7.83,3241.26,16586
9.55,3246.66,15994
7.54,3225.26,16719
8.91,3252.79,16808
9.47,3225.26,16719
9.45,3244.81,15880
9.51,3240.54,16425
8.04,3252.16,16605
7.16,3271.76,16869
6.19,3235.19,16630
9.6,3241.26,16830
6.22,3285.08,16205
6.62,3292.16,16988
9.53,3232.05,16294
6.61,3262.30,15808
8.45,3226.91,16422
6.35,3229.61,16452
8.68,3273.01,16491
9.42,3268.78,16791
6.18,3236.53,16716
7.12,3277.46,16819
9.02,3251.16,16811
8.82,3252.52,16702
6.55,3239.24,16538
8.71,3275.12,16561
7.31,3259.57,16491
6.61,3251.59,16694
8.62,3252.16,16605
9.66,3263.06,16030
8.87,3243.45,16408
6.76,3229.61,16452
7.99,3279.59,16777
6.82,3265.13,16255
8.95,3278.99,16808
9.07,3238.70,16166
6.74,3251.16,16811
9.26,3241.33,16125
6.65,3225.26,16719
9.6,3283.25,17308
6.68,3255.60,16347
6.4,3230.63,16319
6.56,3251.59,16694
9.48,3225.15,16116
8.07,3246.53,16627
7.49,3244.72,16833
9.68,3316.02,17100
6.63,3316.10,16191
9.11,3235.19,16630
9.49,3268.48,16516
9.16,3252.41,16788
6.98,3241.71,15866
8.25,3230.71,15572
8.62,3267.29,17086
8.28,3304.86,16377
9.04,3280.47,16580
8.28,3357.04,16505
9.03,3414.37,16336
9.82,3242.60,16269
7.74,3308.76,16527
9.2,3247.21,16355
7.85,3264.73,16572
8.56,3237.65,16216
9.29,3242.85,16900
8.99,3246.64,16472
6.0,3263.88,16838
8.71,3291.99,17061
9.26,3225.15,16116
6.14,3270.90,16972
8.66,3269.30,16361
9.4,3247.16,16236
9.02,3272.79,16266
9.28,3225.26,16719
8.84,3281.88,16794
9.01,3234.47,16666
8.67,3264.51,16511
9.73,3286.96,16350
6.24,3281.90,16255
8.63,3255.45,16730
9.43,3314.11,16261
9.62,3310.01,16433
9.8,3260.98,16661
9.66,3309.05,16416
9.06,3251.56,16597
7.27,3273.19,16222
6.28,3227.04,16833
8.83,3239.24,16538
6.11,3225.26,16719
6.21,3239.79,15494
6.97,3254.33,15997
8.31,3237.65,16216
7.91,3272.79,16266
7.25,3322.22,16625
8.36,3259.69,16466
9.0,3242.85,16900
6.7,3267.28,16730
9.39,3258.49,16277
6.36,3258.49,16277
7.2,3325.01,16733
6.84,3320.18,16630
9.39,3238.96,16263
9.63,3238.58,16836
8.04,3235.32,16088
7.48,3323.10,17422
9.55,3232.71,16766
8.57,3266.80,16311
7.32,3234.50,16669
8.58,3228.72,16163
9.41,3262.14,16266
9.67,3250.68,16738
9.46,3259.57,16491
6.64,3238.01,16655
8.92,3285.62,16311
7.98,3234.50,16669
8.35,3310.46,16811
6.64,3253.64,16586
9.57,3262.52,16594
6.48,3240.05,16680
8.65,3334.61,16708
9.04,3289.68,16180
6.36,3257.13,15927
7.63,3230.41,16336
9.37,3290.19,16991
9.62,3261.18,16213
9.89,3308.19,16394
8.63,3292.16,16988
7.9,3238.01,16655
9.49,3235.92,16513
9.07,3248.11,16516
6.28,3310.40,16566
7.32,3237.78,16561
9.55,3242.85,16900
8.48,3284.74,16244
6.37,3261.22,16147
8.82,3251.35,16688
9.42,3260.15,16680
6.84,3251.59,16694
9.54,3265.62,16455
8.68,3282.27,16586
9.25,3257.44,15888
7.43,3281.72,16536
6.33,3238.82,16055
9.52,3279.43,15925
9.75,3300.58,17250
9.38,3248.11,16516
8.53,3268.61,16433
6.15,3270.49,16177
6.9,3221.36,16500
9.64,3318.30,16616
7.81,3236.72,16744
9.5,3350.97,16036
8.93,3247.16,16236
9.72,3295.36,16061
6.06,3293.96,16158
8.43,3237.57,15775
9.68,3237.65,16216
7.02,3294.44,16491
6.1,3266.80,16311
6.92,3219.94,16525
8.03,3251.59,16694
9.57,3240.10,16947
6.76,3298.53,16438
9.06,3305.35,16494
6.89,3320.87,16519
6.21,3288.94,16255
8.98,3273.15,16716
8.98,3235.92,16513
6.4,3299.11,16366
9.78,3244.35,16602
6.28,3255.09,15905
8.33,3224.53,16836
6.87,3276.36,16786
9.57,3277.06,16983
9.4,3302.05,16277
9.8,3235.92,16513
8.58,3265.62,16455
9.51,3262.96,16200
8.43,3230.41,16336
9.58,3324.77,16455
9.07,3241.33,16125
9.2,3310.26,16602
6.16,3255.51,16441
8.98,3306.62,16769
7.08,3237.33,15791
8.84,3292.24,16883
9.44,3232.81,16038
8.71,3261.12,16236
8.73,3249.30,16741
8.62,3237.57,15775
9.02,3263.39,16225
7.5,3290.00,16486
6.65,3282.67,16058
6.48,3235.92,16513
9.74,3263.29,16055
6.87,3272.72,16811
9.59,3252.95,16836
6.23,3237.65,16216
8.68,3260.83,16822
8.28,3390.37,15977
7.43,3285.22,16377
7.13,3256.84,16394
9.62,3244.75,15777
7.18,3214.07,16322
8.89,3251.59,16694
8.67,3262.79,16666
6.23,3228.47,16744
7.61,3289.46,16533
8.71,3269.03,16402
9.47,3258.60,15691
6.56,3229.61,16452
7.81,3269.04,16497
9.75,3218.91,16658
9.12,3289.47,17066
8.3,3262.30,16419
