RunTime,RealTime,RouteLength
1.64,2155.89,9788.
1.7,2155.89,9788.
1.62,2155.89,9788.
1.86,2155.89,9788.
1.61,2155.89,9788.
1.64,2155.89,9788.
1.65,2155.89,9788.
1.79,2155.89,9788.
1.61,2155.89,9788.
1.6,2155.89,9788.
1.59,2155.89,9788.
1.61,2155.89,9788.
1.66,2155.89,9788.
1.6,2155.89,9788.
2.53,2155.89,9788.
1.68,2155.89,9788.
1.58,2155.89,9788.
1.59,2155.89,9788.
1.6,2155.89,9788.
1.59,2155.89,9788.
1.57,2155.89,9788.
2.58,2155.89,9788.
1.62,2155.89,9788.
1.59,2155.89,9788.
1.59,2155.89,9788.
1.61,2155.89,9788.
1.95,2155.89,9788.
2.01,2155.89,9788.
1.92,2155.89,9788.
1.62,2155.89,9788.
1.74,2155.89,9788.
1.58,2155.89,9788.
1.58,2155.89,9788.
1.6,2155.89,9788.
1.6,2155.89,9788.
1.64,2155.89,9788.
2.61,2155.89,9788.
1.58,2155.89,9788.
1.8,2155.89,9788.
1.7,2155.89,9788.
1.45,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
1.47,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.49,2155.89,9788.
1.49,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
1.48,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.46,2155.89,9788.
1.48,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.45,2155.89,9788.
1.47,2155.89,9788.
1.49,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.46,2155.89,9788.
1.47,2155.89,9788.
1.47,2155.89,9788.
1.48,2155.89,9788.
