RunTime,RealTime,RouteLength
1.73,2242.89,10719
1.89,2236.19,10077
1.58,2130.64,9919.
1.74,2149.16,10427
1.7,2181.50,10052
1.73,2180.66,9736.
1.62,2147.16,9713.
1.64,2163.87,9797.
1.81,2182.10,10413
1.62,2176.60,9813.
1.62,2167.70,10450
1.63,2245.84,9880.
1.91,2205.31,9638.
1.66,2157.98,10502
1.61,2157.62,9655.
1.75,2193.32,10127
1.7,2167.70,10450
2.58,2175.06,10747
1.58,2128.95,9786.
1.56,2173.64,10127
2.59,2175.76,10241
1.8,2231.22,10100
1.61,2151.99,10658
2.6,2188.21,9888.
1.57,2185.48,10102
1.66,2184.11,10202
2.47,2175.76,10241
1.63,2175.53,9694.
1.66,2225.54,10588
2.52,2155.48,9713.
1.69,2280.69,9563.
1.62,2182.10,10413
1.56,2124.98,9555.
1.7,2158.61,10086
1.65,2128.95,9786.
1.63,2182.10,10413
1.81,2188.48,10280
2.01,2196.30,10205
2.63,2216.89,10369
1.51,2169.25,10902
1.52,2126.83,9688.
1.45,2155.48,9713.
1.47,2176.75,10005
1.46,2152.20,10002
1.48,2180.66,9736.
1.52,2214.33,10488
1.48,2165.74,10027
1.47,2200.38,9686.
1.52,2161.31,9761.
1.48,2218.59,10036
1.49,2130.64,9919.
1.62,2176.79,10488
1.48,2176.60,9813.
1.55,2236.66,10261
1.54,2249.47,10722
1.5,2165.38,10294
1.55,2266.97,10480
1.55,2332.27,10827
1.46,2253.46,10391
1.44,2126.83,9688.
1.6,2282.41,9705.
1.5,2205.31,9638.
1.46,2182.35,9919.
1.49,2201.49,10441
1.47,2161.31,9761.
1.47,2149.36,9772.
1.52,2220.66,10283
1.49,2167.70,10450
1.51,2226.30,10208
1.46,2166.57,9730.
1.53,2205.91,10091
1.51,2190.05,9897.
1.51,2205.91,10091
1.5,2223.68,10725
1.51,2202.57,9972.
1.48,2172.70,9775.
1.49,2191.80,10169
1.44,2180.66,9736.
1.51,2166.57,9730.
1.48,2182.62,10086
1.52,2252.60,10647
1.47,2214.12,10327
1.46,2157.62,9655.
1.47,2190.12,10136
1.45,2157.09,9952.
1.52,2225.70,10250
1.5,2155.48,9713.
1.57,2158.62,10375
1.53,2160.60,10183
1.51,2180.20,10358
1.55,2161.31,9761.
1.46,2193.10,10150
1.49,2193.75,9794.
1.44,2164.70,10672
1.46,2211.61,9877.
1.46,2185.96,10244
1.49,2235.10,9925.
1.51,2265.33,10644
1.52,2167.70,10450
1.56,2191.52,10127
1.51,2160.60,10183
1.52,2222.64,11408
1.46,2164.70,10672
1.48,2188.89,10658
1.47,2193.75,9794.
1.52,2199.18,10636
1.52,2213.49,10516
1.48,2149.34,9869.
1.5,2167.69,10161
1.49,2218.74,9916.
1.46,2195.37,10383
1.5,2213.68,10116
1.49,2161.14,9886.
1.53,2130.64,9919.
1.51,2196.30,10205
1.48,2146.76,9638.
1.49,2148.70,9847.
1.53,2158.62,10375
1.53,2197.75,10138
1.47,2200.43,10402
1.49,2128.95,9786.
1.47,2177.40,10322
1.51,2201.59,10663
1.53,2205.31,9638.
1.45,2186.01,10538
1.49,2231.30,9969.
1.53,2215.19,10266
1.52,2226.01,10275
1.45,2165.38,10294
1.51,2202.57,9972.
1.49,2294.43,10433
1.53,2182.35,9919.
1.53,2224.30,9997.
1.46,2169.66,10725
1.55,2191.52,10127
1.54,2146.76,9638.
1.51,2202.39,10863
1.52,2212.26,10330
1.53,2204.74,10900
1.49,2131.36,9630.
1.51,2183.75,9966.
1.54,2171.00,10138
1.48,2184.69,10188
1.48,2124.98,9555.
1.55,2255.26,10302
1.53,2155.48,9713.
1.5,2161.31,10063
1.51,2158.18,9847.
1.52,2266.39,10802
1.54,2229.91,10177
1.46,2172.70,9775.
1.49,2193.97,10488
1.55,2299.71,9836.
1.48,2214.12,10327
1.43,2130.64,9919.
1.49,2193.75,9794.
1.52,2208.88,10094
1.49,2191.47,10763
1.52,2218.20,10527
1.54,2202.50,10175
1.49,2161.14,9886.
1.56,2291.18,10241
1.51,2174.11,9872.
1.52,2312.82,10572
1.47,2167.67,10688
1.48,2158.62,10375
1.52,2183.21,10325
1.51,2191.93,9919.
1.44,2177.96,10475
1.5,2182.62,10086
1.51,2157.09,9952.
1.49,2128.95,9786.
1.5,2204.55,10047
1.52,2217.94,10172
1.52,2202.30,10152
1.55,2285.66,10022
1.58,2294.14,10161
1.49,2167.37,9738.
1.45,2248.88,10116
1.51,2151.99,10658
1.53,2171.00,10138
1.49,2178.44,10400
1.54,2198.63,10083
1.53,2147.16,9713.
1.52,2128.95,9786.
1.45,2197.73,10177
1.49,2169.81,10888
1.54,2155.48,9713.
1.55,2181.51,11047
1.54,2187.27,10500
1.53,2147.16,9713.
1.51,2199.22,10283
1.56,2221.25,10550
1.46,2200.29,10255
1.47,2203.04,9922.
1.5,2191.55,9980.
1.47,2182.16,9833.
1.46,2217.82,10452
1.49,2226.30,10208
1.48,2172.70,9775.
1.48,2157.50,9922.
1.49,2155.48,9713.
1.43,2147.16,9713.
1.49,2165.03,10102
1.53,2258.98,10391
1.5,2223.14,10463
1.51,2171.61,10011
1.47,2199.03,10008
1.52,2202.57,9972.
1.54,2180.18,10633
1.5,2224.75,10238
1.47,2217.41,10002
1.49,2151.50,10077
1.46,2131.36,9630.
1.5,2184.86,10269
1.53,2248.95,10463
1.51,2167.69,10161
1.57,2220.50,10116
1.49,2124.98,9555.
1.44,2146.76,9638.
1.52,2280.63,10486
1.51,2183.56,10111
1.51,2178.83,10850
1.49,2157.62,9655.
1.57,2206.85,10338
1.5,2209.84,10922
1.51,2201.40,10483
1.49,2158.18,9847.
1.51,2130.64,9919.
