RunTime,RealTime,RouteLength
1.79,2166.57,9730.
1.67,2151.50,10077
1.66,2158.18,9847.
1.7,2196.61,10369
1.71,2133.57,9763.
1.65,2128.95,9786.
1.66,2133.57,9763.
1.74,2169.81,10888
1.62,2155.48,9713.
1.67,2124.98,9555.
1.65,2133.57,9763.
1.61,2171.00,10138
1.65,2146.76,9638.
1.63,2183.21,10325
1.65,2157.62,9655.
1.62,2193.60,10033
2.49,2174.64,10005
2.04,2171.00,10138
1.6,2162.20,10605
2.62,2197.73,10177
2.69,2131.36,9630.
1.63,2167.67,10688
1.57,2165.38,10294
1.63,2185.18,10150
1.64,2216.20,10361
1.61,2124.98,9555.
1.6,2126.83,9688.
1.61,2149.78,9944.
1.62,2151.50,10077
1.8,2124.98,9555.
1.6,2171.00,10138
1.63,2186.01,10538
1.6,2146.76,9638.
2.63,2163.26,10458
1.64,2222.75,9886.
1.62,2155.89,9788.
2.59,2124.98,9555.
2.58,2133.57,9763.
2.48,2155.89,9788.
1.52,2158.62,10375
1.48,2176.75,10005
1.51,2182.10,10413
1.49,2169.25,10902
1.5,2175.06,10747
1.49,2155.89,9788.
1.53,2216.73,10208
1.49,2128.95,9786.
1.47,2171.01,9836.
1.51,2151.50,10077
1.47,2149.34,9869.
1.48,2171.84,9969.
1.5,2164.70,10672
1.51,2180.20,10358
1.52,2196.69,10050
1.51,2173.94,10411
1.53,2168.85,10161
1.46,2133.57,9763.
1.53,2183.83,10541
1.47,2161.14,9886.
1.48,2151.99,10658
1.49,2130.64,9919.
1.51,2167.70,10450
1.5,2175.66,10733
1.48,2124.98,9555.
1.48,2165.38,10294
1.48,2126.83,9688.
1.46,2128.95,9786.
1.48,2151.99,10658
1.46,2133.57,9763.
1.52,2197.39,10233
1.46,2128.95,9786.
1.47,2174.28,10397
1.5,2162.20,10605
1.48,2180.03,10094
1.53,2219.49,10633
1.5,2128.95,9786.
1.48,2163.26,10458
1.53,2202.51,10608
1.46,2133.57,9763.
1.45,2128.95,9786.
1.47,2151.50,10077
1.45,2126.83,9688.
1.49,2133.57,9763.
1.48,2165.38,10294
1.49,2131.36,9630.
1.45,2124.98,9555.
1.48,2146.76,9638.
1.48,2149.78,9944.
1.51,2167.37,9738.
1.52,2197.73,10177
1.47,2128.95,9786.
1.48,2181.31,10016
1.5,2155.48,9713.
1.5,2176.60,9813.
1.49,2151.99,10658
1.46,2133.57,9763.
1.51,2188.10,10477
1.48,2178.83,10850
1.51,2166.57,9730.
1.6,2188.21,9888.
1.5,2149.78,9944.
1.48,2162.20,10605
1.5,2171.00,10138
1.46,2131.36,9630.
1.5,2173.38,10533
1.51,2200.37,10572
1.52,2126.83,9688.
1.48,2128.95,9786.
1.45,2171.00,10138
1.49,2133.57,9763.
1.46,2130.64,9919.
1.5,2149.78,9944.
1.5,2183.21,10325
1.52,2218.37,10072
1.49,2124.98,9555.
1.48,2160.60,10183
1.49,2177.42,9750.
1.51,2173.38,10533
1.49,2149.34,9869.
1.5,2197.73,10177
1.48,2137.97,9775.
1.51,2199.75,10547
1.46,2133.57,9763.
1.5,2166.57,9730.
1.45,2187.03,9769.
1.49,2175.76,10241
1.46,2130.64,9919.
1.51,2180.27,10044
1.5,2161.31,9761.
1.49,2165.39,9991.
1.5,2161.14,9886.
1.45,2183.29,10186
1.53,2219.09,11105
1.49,2157.98,10502
1.54,2172.68,10466
1.48,2126.83,9688.
1.5,2197.73,10177
1.48,2128.95,9786.
1.44,2131.36,9630.
1.49,2205.69,10705
1.48,2128.95,9786.
1.5,2151.99,10658
1.48,2182.62,10086
1.44,2130.64,9919.
1.46,2126.83,9688.
1.46,2124.98,9555.
1.51,2188.48,10280
1.52,2205.54,10011
1.5,2196.30,10205
1.48,2128.95,9786.
1.48,2158.18,9847.
1.55,2185.48,10102
1.53,2200.03,10269
1.46,2171.00,10138
1.49,2165.39,9991.
1.5,2149.36,9772.
1.46,2158.62,10375
1.5,2161.14,9886.
1.47,2126.83,9688.
1.5,2152.20,10002
1.47,2157.62,9655.
1.5,2165.74,10027
1.73,2183.00,10702
1.49,2171.61,10011
1.51,2216.73,10208
1.49,2186.01,10538
1.49,2149.78,9944.
1.46,2130.64,9919.
1.5,2128.95,9786.
1.51,2130.64,9919.
1.47,2130.64,9919.
1.49,2181.50,10052
1.45,2161.31,10063
1.47,2147.16,9713.
1.65,2130.64,9919.
1.46,2133.57,9763.
1.5,2173.94,10411
1.5,2128.95,9786.
1.48,2167.70,10450
1.51,2171.61,10011
1.5,2171.61,10011
1.5,2167.70,10450
1.5,2165.38,10294
1.49,2161.14,9886.
1.47,2131.36,9630.
1.51,2155.48,9713.
1.48,2155.48,9713.
1.44,2131.36,9630.
1.47,2171.00,10138
1.52,2187.03,9769.
1.46,2171.00,10138
1.49,2158.62,10375
1.5,2187.79,10333
1.52,2146.76,9638.
1.5,2173.38,10533
1.51,2128.95,9786.
1.5,2131.36,9630.
