RunTime,RealTime,RouteLength
30.6,5448.08,25872
37.1,5552.20,27347
33.9,5783.90,27369
37.9,5456.78,25433
38.1,5555.16,25658
30.8,5518.43,27036
33.4,5409.74,25894
41.7,5465.84,26325
31.2,5492.40,26366
42.6,5554.83,25775
43.1,5657.20,25777
39.1,5514.00,26347
39.7,5762.68,26491
45.3,5528.60,25877
29.7,5598.78,26683
34.8,5469.37,25794
34.4,5581.97,25950
38.6,5441.16,25713
37.4,5453.59,26083
41.7,5608.39,27108
42.3,5417.28,26213
43.6,5488.72,26111
30.3,5547.01,25866
33.5,5511.97,25977
42.5,5428.53,26225
43.3,5799.06,27333
44.5,5435.96,25650
38.5,5467.87,25611
38.4,5545.43,26825
34.9,5488.07,25866
37.4,5550.68,25752
44.1,5499.45,26433
38.5,5607.26,26777
43.8,5723.22,27186
36.9,5481.93,25991
35.8,5386.48,25513
42.8,5543.37,26511
37.9,5448.52,25983
41.0,5602.62,26300
40.4,5617.18,26894
37.2,5620.64,26633
41.9,5391.00,25402
36.4,5517.38,26577
38.5,5445.90,25602
32.5,5536.41,26561
33.2,5554.65,25772
43.0,5530.74,25463
43.4,5473.63,25686
36.2,5518.41,26550
37.1,5485.12,26077
30.0,5428.08,25836
39.9,5436.67,25705
35.7,5468.53,25427
34.7,5396.49,25952
40.0,5647.64,26658
33.8,5419.11,25525
39.0,5615.80,25627
43.8,5829.53,26997
42.5,5430.13,25827
43.9,5412.38,25488
45.0,5527.48,25591
37.9,5506.71,26688
38.1,5450.41,25588
40.0,5556.50,25683
45.6,5536.64,25441
42.6,5468.82,26097
39.9,5924.17,26669
41.0,5536.64,25877
31.3,5636.28,26355
30.9,5622.61,26225
39.8,5464.38,25908
40.2,5604.36,25861
40.9,5495.30,25777
35.0,5393.98,25447
39.3,5384.17,26019
43.3,5581.39,25561
40.3,5752.48,26466
43.6,5472.90,26086
40.3,5480.41,25844
29.4,5476.08,26597
38.1,5478.51,25205
30.1,5478.29,25850
45.0,5614.62,25858
32.6,5455.09,25583
43.6,5467.87,25802
44.4,5516.94,26041
37.3,5383.77,25247
40.7,5581.89,26350
44.2,5536.39,25847
38.6,5385.75,25447
36.2,5457.54,26138
37.2,5473.84,25805
40.7,5458.13,25655
36.7,5487.64,26100
35.0,5504.07,26055
42.6,5444.90,25902
41.0,6094.58,27055
32.9,5396.32,25511
37.8,5437.70,25722
40.4,5479.26,25725
38.2,5503.57,26166
44.1,5575.98,25977
41.5,5494.23,26002
34.8,5654.96,26641
42.9,5998.96,25597
35.1,5604.45,26561
41.4,5445.70,26566
39.5,5534.58,26530
28.9,5509.73,26030
28.9,5428.49,25544
28.0,5382.15,25666
29.5,5516.06,26258
28.5,5503.71,26225
27.9,5447.62,25780
27.3,5492.39,26275
29.7,5484.92,26641
29.0,5503.68,26636
29.5,5582.82,26444
28.0,5543.91,26241
29.1,5422.88,25927
28.9,5473.09,25938
27.8,5384.45,25416
28.2,5482.58,26472
28.4,5385.73,25883
31.3,5578.44,26519
29.1,5605.54,26683
28.5,5393.99,25908
