RunTime,RealTime,RouteLength
35.2,5388.28,25900
42.2,5388.28,25900
31.2,5388.28,25900
29.2,5388.28,25900
42.6,5388.28,25900
42.7,5388.28,25900
30.6,5388.28,25900
29.0,5388.28,25900
42.2,5388.28,25900
38.3,5388.28,25900
41.4,5388.28,25900
34.6,5388.28,25900
42.2,5388.28,25900
34.0,5388.28,25900
32.2,5388.28,25900
43.4,5388.28,25900
36.3,5388.28,25900
35.1,5388.28,25900
33.6,5388.28,25900
39.4,5388.28,25900
30.3,5388.28,25900
36.8,5388.28,25900
34.4,5388.28,25900
31.8,5388.28,25900
37.5,5388.28,25900
41.5,5388.28,25900
33.9,5388.28,25900
36.7,5388.28,25900
31.9,5388.28,25900
43.5,5388.28,25900
43.1,5388.28,25900
41.4,5388.28,25900
41.1,5388.28,25900
38.1,5388.28,25900
35.6,5388.28,25900
32.6,5388.28,25900
33.7,5388.28,25900
42.7,5388.28,25900
36.0,5388.28,25900
42.0,5388.28,25900
28.6,5388.28,25900
36.8,5388.28,25900
29.9,5388.28,25900
37.4,5388.28,25900
33.8,5388.28,25900
44.5,5388.28,25900
37.3,5388.28,25900
40.4,5388.28,25900
39.0,5388.28,25900
32.7,5388.28,25900
35.0,5388.28,25900
40.6,5388.28,25900
37.5,5388.28,25900
36.9,5388.28,25900
32.2,5388.28,25900
39.0,5388.28,25900
29.2,5388.28,25900
38.5,5388.28,25900
31.2,5388.28,25900
33.0,5388.28,25900
35.2,5388.28,25900
32.7,5388.28,25900
30.9,5388.28,25900
35.9,5388.28,25900
42.3,5388.28,25900
41.3,5388.28,25900
41.2,5388.28,25900
40.9,5388.28,25900
38.9,5388.28,25900
38.3,5388.28,25900
36.7,5388.28,25900
32.1,5388.28,25900
29.9,5388.28,25900
42.4,5388.28,25900
33.0,5388.28,25900
36.3,5388.28,25900
37.5,5388.28,25900
42.4,5388.28,25900
36.2,5388.28,25900
38.6,5388.28,25900
33.4,5388.28,25900
32.9,5388.28,25900
39.8,5388.28,25900
37.7,5388.28,25900
42.6,5388.28,25900
37.1,5388.28,25900
31.2,5388.28,25900
39.4,5388.28,25900
33.3,5388.28,25900
41.7,5388.28,25900
39.5,5388.28,25900
40.6,5388.28,25900
37.1,5388.28,25900
38.2,5388.28,25900
33.2,5388.28,25900
28.1,5388.28,25900
42.0,5388.28,25900
38.2,5388.28,25900
41.3,5388.28,25900
41.3,5388.28,25900
38.6,5388.28,25900
43.5,5388.28,25900
35.8,5388.28,25900
42.1,5388.28,25900
34.5,5388.28,25900
41.9,5388.28,25900
40.1,5388.28,25900
33.4,5388.28,25900
32.2,5388.28,25900
39.2,5388.28,25900
39.0,5388.28,25900
28.4,5388.28,25900
27.0,5388.28,25900
27.3,5388.28,25900
27.7,5388.28,25900
28.3,5388.28,25900
26.9,5388.28,25900
28.1,5388.28,25900
27.5,5388.28,25900
26.9,5388.28,25900
28.6,5388.28,25900
28.1,5388.28,25900
27.7,5388.28,25900
29.4,5388.28,25900
27.3,5388.28,25900
28.6,5388.28,25900
28.4,5388.28,25900
27.7,5388.28,25900
29.0,5388.28,25900
